tweet id,name,username,tweet text,reference type,reference id,created at,like,quote,reply,retweet,tweet url,mentions,hashtags
1503261304714571777,Salvana Marley,MarleySalvana,"Densus telah menerapkan Protokol Penangkapan Teroris Sesuai Aturan Yang Telah Ditetapkan
#HukumBerkeadilan
#ProJustisia
#TegakkanHukum https://t.co/x4r3tZkDL2",original,,2022-03-14T06:46:38.000Z,3,0,3,3,https://twitter.com/MarleySalvana/status/1503261304714571777,,"HukumBerkeadilan,ProJustisia,TegakkanHukum"
1503261283227152385,Tania Wulandari,TaniaWulndrry,bahan bahan dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah n oendiri sayap organisasi JI ialah HASI. yang kayak gini kepingin dibela??? https://t.co/an7NPNOm06,original,,2022-03-14T06:46:33.000Z,0,0,0,0,https://twitter.com/TaniaWulndrry/status/1503261283227152385,,
1503261252231266304,kereta kencana,keretakencana15,"Densus telah menerapkan Protokol Penangkapan Teroris Sesuai Aturan Yang Telah Ditetapkan

#HukumBerkeadilan
#ProJustisia
#TegakkanHukum https://t.co/ckZgYVOXzg",original,,2022-03-14T06:46:26.000Z,4,0,4,4,https://twitter.com/keretakencana15/status/1503261252231266304,,"HukumBerkeadilan,ProJustisia,TegakkanHukum"
1503261195196723203,Rayana Putri,RayanaPutri6,alasan alasan dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah &amp; oendiri sayap organisasi JI adalah HASI. yg kyk gini kepengen dibela??? https://t.co/ZEeNlm6aaa,original,,2022-03-14T06:46:12.000Z,0,0,0,0,https://twitter.com/RayanaPutri6/status/1503261195196723203,,
1503260982839177217,Polsek Sampang,PolsekSampang3,"*Keluarga Sunardi Ikhlas, Anggap Kematian Dokter itu Adalah Jalan Terbaik*

SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi Hilal Ahmar Society tersebut. https://t.co/IMFew3MbO4",original,,2022-03-14T06:45:22.000Z,0,0,0,0,https://twitter.com/PolsekSampang3/status/1503260982839177217,,
1503260968775987203,Mia Syamila,mia_syamila,fakta fakta dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah dan oendiri sayap organisasi JI yaitu HASI. yang kayak gini mau dibela??? https://t.co/Pr8J73Plyw,original,,2022-03-14T06:45:18.000Z,0,0,0,0,https://twitter.com/mia_syamila/status/1503260968775987203,,
1503260946998853633,Pita iRa 🇮🇩,CnStLv,"Hai kaum khilafah..
Lihat !

Indonesia, Negeri Pancasila.
Munarman terkait teroris &amp; baiat ISIS, dihukum hanya 8 tahun.

Arab, Negeri Agama.
Siapapun yg terkait gerakan teroris,  ISIS &amp; Al Qaeda akan DIEKSEKUSI MATI.

Masih mimpi dengan negara sistem agama ??
. https://t.co/QzSYlN8dQN",original,,2022-03-14T06:45:13.000Z,5,0,0,2,https://twitter.com/CnStLv/status/1503260946998853633,,
1503260749262897152,Qilla Nayaka,NayakaQilla,fakta fakta dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah dn oendiri sayap organisasi JI yakni HASI. yg kyk gini maw dibela??? https://t.co/LJHrR3nAgw,original,,2022-03-14T06:44:26.000Z,0,0,0,0,https://twitter.com/NayakaQilla/status/1503260749262897152,,
1503260701900492800,Polsek Semarang Selatan,Polsek_smgsltn,"Keluarga Sunardi Ikhlas, Anggap Kematian Dokter itu Adalah Jalan Terbaik*

SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi Hilal Ahmar Society tersebut. https://t.co/7qsuvVpZBs",original,,2022-03-14T06:44:15.000Z,0,0,0,0,https://twitter.com/Polsek_smgsltn/status/1503260701900492800,,
1503260680459194374,Patria WP Sitompul,patriawps,@Lady_Zeebo ketahuan dan patut diduga siapa2 sj yg membela teroris (sbg pembela teroris),replied_to,1.5029331100731392e+18,2022-03-14T06:44:10.000Z,0,0,0,0,https://twitter.com/patriawps/status/1503260680459194374,@Lady_Zeebo,
1503260671412109318,Gondes Energy,GondesEnergy,"@PKSejahtera @msaid_didu Semoga PKS berani menjamin dan menjaga kewenangan ini,,, karena kemaren kemaren, kalimat tauhid  disebut simbol dan bendera teroris,Al Qur'an di jadikan BB teroris,, para hafiz cilik di sebut cikal bakal teroris,,",replied_to,1.5032200731666104e+18,2022-03-14T06:44:07.000Z,0,0,0,0,https://twitter.com/GondesEnergy/status/1503260671412109318,"@PKSejahtera,@msaid_didu",
1503260660171304964,Mimos,Khusnul_Hafiz,@GusNadjb MUI jelas2 sarang teroris..hrs segera di bubarkan sebelum menghancurkam bangsa,replied_to,1.5032558013134643e+18,2022-03-14T06:44:05.000Z,1,0,1,0,https://twitter.com/Khusnul_Hafiz/status/1503260660171304964,@GusNadjb,
1503260650520256515,Sila Amelia,SilaAmelia13,tanda tanda dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah n oendiri sayap organisasi JI ialah HASI. yang kayak gini ngiler dibela??? https://t.co/bIktPd0h1o,original,,2022-03-14T06:44:02.000Z,0,0,0,0,https://twitter.com/SilaAmelia13/status/1503260650520256515,,
1503260633294258178,Fachry Aditya,Fachry_Murakata,"@RD_4WR1212 Exra ordinary crime!
Teroris adalah perbuatan biadab!!! https://t.co/q8BiWbs7qE",replied_to,1.5032399945421087e+18,2022-03-14T06:43:58.000Z,2,0,0,0,https://twitter.com/Fachry_Murakata/status/1503260633294258178,@RD_4WR1212,
1503260622817218560,vivere,vivivivere2,"Giliran acara adat, ada yang pake kerudung
Giliran ditangkep polisii, dipakein kerudung
Giliran syuting film teroris, pake cadar

Emang islam bener2 mau di degradasi 🤨 https://t.co/54z0NAaBr5",quoted,1.5032204911331983e+18,2022-03-14T06:43:56.000Z,3,0,0,0,https://twitter.com/vivivivere2/status/1503260622817218560,,
1503260503275347969,2nd labirinth,delta_10nov,"@NeoNetizen Stop polemik logo halal..
Mendingan juga awasi orang orang yg mau nunda pemilu, langka nya migor,atau kasus dokter yg dituduh teroris tapi udah di bunuh duluan.🙊",replied_to,1.5030443105513062e+18,2022-03-14T06:43:27.000Z,0,0,0,0,https://twitter.com/delta_10nov/status/1503260503275347969,@NeoNetizen,
1503260430818738176,Siva Amelia,SivaAmelliyy,saksi saksi dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah &amp; oendiri sayap organisasi JI adalah HASI. yg kyk gini mw dibela??? https://t.co/i4tLDZ4Vjj,original,,2022-03-14T06:43:10.000Z,0,0,0,0,https://twitter.com/SivaAmelliyy/status/1503260430818738176,,
1503260334857256960,Delyano Hassan,delyano17,@Pai_C1AB @AcatSakti Komnas HAM berpihak kpd teroris? Seperti duri dalam daging kalian Komas HAM.,replied_to,1.5029214212864369e+18,2022-03-14T06:42:47.000Z,0,0,0,0,https://twitter.com/delyano17/status/1503260334857256960,"@Pai_C1AB,@AcatSakti",
1503260282994688001,Ihsan Nugraha,IhsanNu01428360,@kris_rosari Ayo TNI n Polri garda terdepan Indonesia... untuk menyelamatkan Papua dari kelompok separatis teroris Papua.... Aman.... Tentram.... Damai.... Indonesia Ku,replied_to,1.5031894473280225e+18,2022-03-14T06:42:35.000Z,1,0,0,0,https://twitter.com/IhsanNu01428360/status/1503260282994688001,@kris_rosari,
1503260169978859520,Polsek Genuk Polrestabes Semarang,polsek_genuk,"*Keluarga Sunardi Ikhlas, Anggap Kematian Dokter itu Adalah Jalan Terbaik*

SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi Hilal Ahmar Society tersebut. https://t.co/85wzW5jaJg",original,,2022-03-14T06:42:08.000Z,1,0,0,0,https://twitter.com/polsek_genuk/status/1503260169978859520,,
1503260092850130946,Salama Atania,AtaniaSalama,petunjuk petunjuk dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah dn oendiri sayap organisasi JI yakni HASI. yg kyk gini mao dibela??? https://t.co/so2KKZRuAs,original,,2022-03-14T06:41:50.000Z,0,0,0,0,https://twitter.com/AtaniaSalama/status/1503260092850130946,,
1503259946405740547,Haya Dewi,haya_dewi,masukan masukan dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah n oendiri sayap organisasi JI ialah HASI. yang kayak gini kepingin dibela??? https://t.co/WQC7e46Ygd,original,,2022-03-14T06:41:15.000Z,0,0,0,0,https://twitter.com/haya_dewi/status/1503259946405740547,,
1503259943855529986,Aji Prasetyo,Aji_Klewang,"3
Kembali ke komik tadi. 

Komik itu menjadi bagian dari buku ""Teroris Visual"", kumpulan komik saya dari tahun 2011 hingga 2015. Komiknya bisa dibaca di sini, https://t.co/wAdfjxFBYE

Dengan 50.000 rupiah anda bisa membaca total 127 halaman tanpa batas waktu.",replied_to,1.5032596337038787e+18,2022-03-14T06:41:14.000Z,9,0,1,4,https://twitter.com/Aji_Klewang/status/1503259943855529986,,
1503259897135185921,Roger,Roger21396175,"*Keluarga Sunardi Ikhlas, Anggap Kematian Dokter itu Adalah Jalan Terbaik*

SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi Hilal Ahmar Society tersebut. https://t.co/jTYNfmRwz5",original,,2022-03-14T06:41:03.000Z,0,0,0,0,https://twitter.com/Roger21396175/status/1503259897135185921,,
1503259865946685442,Sinta Rania,SintaRania4,keterangan keterangan dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah &amp; oendiri sayap organisasi JI adalah HASI. yg kyk gini kepengen dibela??? https://t.co/AxUcsOsLjo,original,,2022-03-14T06:40:55.000Z,0,0,0,0,https://twitter.com/SintaRania4/status/1503259865946685442,,
1503259701345095682,Si Bangkok_tua,Sibangkok88,"*Keluarga Sunardi Ikhlas, Anggap Kematian Dokter itu Adalah Jalan Terbaik*

SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi Hilal Ahmar Society tersebut. https://t.co/2xCPgvnI9h",original,,2022-03-14T06:40:16.000Z,0,0,0,0,https://twitter.com/Sibangkok88/status/1503259701345095682,,
1503259636778299395,🅰️ťhő ŕůmbó,athorumbo,@RD_4WR1212 Teroris di indonesia banyak yg bela..,replied_to,1.5032399945421087e+18,2022-03-14T06:40:01.000Z,0,0,0,0,https://twitter.com/athorumbo/status/1503259636778299395,@RD_4WR1212,
1503259608248332297,polsek.gayamsari,polsekgayamsar1,"*Keluarga Sunardi Ikhlas, Anggap Kematian Dokter itu Adalah Jalan Terbaik*

SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi Hilal Ahmar Society tersebut. https://t.co/UNlLhvcPOe",original,,2022-03-14T06:39:54.000Z,0,0,0,0,https://twitter.com/polsekgayamsar1/status/1503259608248332297,,
1503259582394933249,Hush & Rush,HushRush001,"@republikaonline Isu hukuman mati itu cipta kondisi yg rezim buat, agar hukum 8 th itu tdk terlalu menyakitkan. Tapi statusnya menjadi teroris itu yg mrk harapkan.",replied_to,1.5032581547542118e+18,2022-03-14T06:39:48.000Z,0,0,0,0,https://twitter.com/HushRush001/status/1503259582394933249,@republikaonline,
1503259469785968641,Rusmono mondrokumoro,RMondrokumoro,"@RD_4WR1212 OMG ...jelas otak dibalik teroris kok bisa2nya cma 8 th, gmn klo kita ekspor ke arab biar nasibnya kaya yg 81 teroris dipancung diarab",replied_to,1.5032399945421087e+18,2022-03-14T06:39:21.000Z,0,0,0,0,https://twitter.com/RMondrokumoro/status/1503259469785968641,@RD_4WR1212,
1503259283986993152,Rahayu Indonesia,IndonesiaRahayu,Teroris bukan untuk dibela. Teroris bukan representasi dari Islam. Bahkan otoritas Arab Saudi eksekusi mati 81 terpidana dalam sehari. Mereka yang dieksekusi mati adalah terpidana teroris. https://t.co/5sWXW8Gfph,original,,2022-03-14T06:38:37.000Z,5,0,0,0,https://twitter.com/IndonesiaRahayu/status/1503259283986993152,,
1503259283588190212,Joe,Joe10837944,@shakeer__02 Yang mana sebetulnya yang teroris,replied_to,1.5019430360411218e+18,2022-03-14T06:38:37.000Z,0,0,0,0,https://twitter.com/Joe10837944/status/1503259283588190212,@shakeer__02,
1503259276957024256,Yanti Yulia,YantiYunnn,kebenaran kebenaran dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah n oendiri sayap organisasi JI ialah HASI. yang kayak gini ngiler dibela??? https://t.co/8aTeqO9oe6,original,,2022-03-14T06:38:35.000Z,0,0,0,0,https://twitter.com/YantiYunnn/status/1503259276957024256,,
1503259165237870594,Jacky Prank,Gemez80,@Kemenag_RI Intinya yg boleh mengeluarkan label halal hanya negara ( emg ini negara islam?. Bukankah tokoh/ulama yg merapat ke penguasa mengkaburkan hukum agama kecuali fatwa teroris. Mereka tegas),replied_to,1.5030054430018478e+18,2022-03-14T06:38:08.000Z,1,0,0,0,https://twitter.com/Gemez80/status/1503259165237870594,@Kemenag_RI,
1503259155729383424,Siti Aisyah,sithiaisyah93,"Tidak hanya eksekutor lapangan aja yang dilabeli teroris. Tp juga orang yg menghimpun dana, memberikan fasilitas, melakukan cuci otak trhdp para teroris.

Jadi tindakan Densus 88 itu sdh sangat tepat melakukan pencegahan terhadap aksi2 teror yg bakal terjadi lainnya #DrSunardiJI https://t.co/lIn0vLUQSD",replied_to,1.5032491065502802e+18,2022-03-14T06:38:06.000Z,0,0,0,0,https://twitter.com/sithiaisyah93/status/1503259155729383424,,DrSunardiJI
1503259150935273473,Silla Amanda,silla_amanda,informasi informasi dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah &amp; oendiri sayap organisasi JI adalah HASI. yg kyk gini mw dibela??? https://t.co/0JDGFExt0a,original,,2022-03-14T06:38:05.000Z,0,0,0,0,https://twitter.com/silla_amanda/status/1503259150935273473,,
1503259074838040581,darkmatter,warriorReborn_,"@democrazymedia teroris kopit
sertifikat tiran19 - update terus - bpjs ikut2 jd sertifikat",replied_to,1.5032294333097615e+18,2022-03-14T06:37:47.000Z,2,0,0,0,https://twitter.com/warriorReborn_/status/1503259074838040581,@democrazymedia,
1503259026846814208,Safitri Putri,Safitriiiyyy,hujah hujah dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah dan oendiri sayap organisasi JI yaitu HASI. yang kayak gini mo dibela??? https://t.co/GFwfTVVcki,original,,2022-03-14T06:37:35.000Z,0,0,0,0,https://twitter.com/Safitriiiyyy/status/1503259026846814208,,
1503258770046328832,Septian Pratama,SeptiansPratama,hakikat hakikat dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah dn oendiri sayap organisasi JI yakni HASI. yg kyk gini mao dibela??? https://t.co/IsD9WCF3ON,original,,2022-03-14T06:36:34.000Z,0,0,0,0,https://twitter.com/SeptiansPratama/status/1503258770046328832,,
1503258563254398980,Tiffany Tania,TiffanyTania9,gejala gejala dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah n oendiri sayap organisasi JI ialah HASI. yang kayak gini kepingin dibela??? https://t.co/o4rNetk4La,original,,2022-03-14T06:35:45.000Z,0,0,0,0,https://twitter.com/TiffanyTania9/status/1503258563254398980,,
1503258486297092103,Ndalem,Ndalem4,@__Sridiana_3va @mbahndi Kalo ketemu orang ini rasanya rela jika diri ini di sebut teroris.,replied_to,1.5030021796819845e+18,2022-03-14T06:35:26.000Z,0,0,0,0,https://twitter.com/Ndalem4/status/1503258486297092103,"@__Sridiana_3va,@mbahndi",
1503258452587474947,Defara Yasmin,DefaraYasmin,fenomena fenomena dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah &amp; oendiri sayap organisasi JI adalah HASI. yg kyk gini kepengen dibela??? https://t.co/yPuTlHizpK,original,,2022-03-14T06:35:18.000Z,0,0,0,0,https://twitter.com/DefaraYasmin/status/1503258452587474947,,
1503258159917326339,Bella Tiany,BellaTiany,data data dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah dan oendiri sayap organisasi JI yaitu HASI. yang kayak gini mau dibela??? https://t.co/ESPMIn2ced,original,,2022-03-14T06:34:09.000Z,0,0,0,0,https://twitter.com/BellaTiany/status/1503258159917326339,,
1503257958666231810,Erni Putri,ErniPutrrry,dalil dalil dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah dn oendiri sayap organisasi JI yakni HASI. yg kyk gini maw dibela??? https://t.co/KJtfLKVupy,original,,2022-03-14T06:33:21.000Z,0,0,0,0,https://twitter.com/ErniPutrrry/status/1503257958666231810,,
